Country,ISO3,Region,income category,HepBintroduced,HepBintroducedBirth,HepB3dose,HepBbirth,schedule,Type,PreU5EstPre,PreU5EstPreLowCI,PreU5EstPreHighCI,PreU5EstCar,PreU5EstCarLowCI,PreU5EstCarHighCI,PreGPEstPre,PreGPEstPreLowCI,PreGPEstPreHighCI,PreGPEstCar,PreGPEstCarLowCI,PreGPEstCarHighCI,PostU5EstPre,PostU5EstPreLowCI,PostU5EstPreHighCI,PostU5EstCar,PostU5EstCarLowCI,PostU5EstCarHighCI,PostGPEstPre,PostGPEstPreLowCI,PostGPEstPreHighCI,PostGPEstCar,PostGPEstCarLowCI,PostGPEstCarHighCI,NumCarPrevU5,NumCarPrevU5LowCI,NumCarPrevU5HighCI,NumCarPrevGP,NumCarPrevGPLowCI,NumCarPrevGPHighCI,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,U51990,U51995,U52000,U52005,U52010,U52015,births-1980-1985,births-1985-1990,births-1990-1995,births-1995-2000,births-2000-2005,births-2005-2010,births-2010-2015,InfMort1985-1990,InfMort1990-1995,InfMort1995-2000,InfMort2000-2005,InfMort2005-2010,InfMort2010-2015,UrbPop1990,UrbPop1995,UrbPop2000,UrbPop2005,UrbPop2010,UrbPop2015,Cov_HepB_BD_2015,Cov_HepB_BD_2014,Cov_HepB_BD_2013,Cov_HepB_BD_2012,Cov_HepB_BD_2011,Cov_HepB_BD_2010,Cov_HepB_BD_2009,Cov_HepB_BD_2008,Cov_HepB_BD_2007,Cov_HepB_BD_2006,Cov_HepB_BD_2005,Cov_HepB_BD_2004,Cov_HepB_BD_2003,Cov_HepB_BD_2002,Cov_HepB_BD_2001,Cov_HepB_BD_2000,Cov_HepB3_2015,Cov_HepB3_2014,Cov_HepB3_2013,Cov_HepB3_2012,Cov_HepB3_2011,Cov_HepB3_2010,Cov_HepB3_2009,Cov_HepB3_2008,Cov_HepB3_2007,Cov_HepB3_2006,Cov_HepB3_2005,Cov_HepB3_2004,Cov_HepB3_2003,Cov_HepB3_2002,Cov_HepB3_2001,Cov_HepB3_2000,Cov_HepB3_1999,Cov_HepB3_1998,Cov_HepB3_1997,Cov_HepB3_1996,Cov_HepB3_1995,Cov_HepB3_1994,Cov_HepB3_1993,Cov_HepB3_1992,Cov_HepB3_1991,Cov_HepB3_1990,PreU5EstPre-region,PreU5EstPreLowCI-region,PreU5EstPreHighCI-region,PreU5EstCar-region,PreU5EstCarLowCI-region,PreU5EstCarHighCI-region,PreGPEstPre-region,PreGPEstPreLowCI-region,PreGPEstPreHighCI-region,PreGPEstCar-region,PreGPEstCarLowCI-region,PreGPEstCarHighCI-region,PostU5EstPre-region,PostU5EstPreLowCI-region,PostU5EstPreHighCI-region,PostU5EstCar-region,PostU5EstCarLowCI-region,PostU5EstCarHighCI-region,PostGPEstPre-region,PostGPEstPreLowCI-region,PostGPEstPreHighCI-region,PostGPEstCar-region,PostGPEstCarLowCI-region,PostGPEstCarHighCI-region,NumCarPrevU5-region,NumCarPrevU5LowCI-region,NumCarPrevU5HighCI-region,NumCarPrevGP-region,NumCarPrevGPLowCI-region,NumCarPrevGPHighCI-region,PreU5EstPre-income,PreU5EstPreLowCI-income,PreU5EstPreHighCI-income,PreU5EstCar-income,PreU5EstCarLowCI-income,PreU5EstCarHighCI-income,PreGPEstPre-income,PreGPEstPreLowCI-income,PreGPEstPreHighCI-income,PreGPEstCar-income,PreGPEstCarLowCI-income,PreGPEstCarHighCI-income,PostU5EstPre-income,PostU5EstPreLowCI-income,PostU5EstPreHighCI-income,PostU5EstCar-income,PostU5EstCarLowCI-income,PostU5EstCarHighCI-income,PostGPEstPre-income,PostGPEstPreLowCI-income,PostGPEstPreHighCI-income,PostGPEstCar-income,PostGPEstCarLowCI-income,PostGPEstCarHighCI-income,NumCarPrevU5-income,NumCarPrevU5LowCI-income,NumCarPrevU5HighCI-income,NumCarPrevGP-income,NumCarPrevGPLowCI-income,NumCarPrevGPHighCI-income
Seychelles,SYC,AFRO,High income,1994,2016,98,,"3, 4, 5 months;",DTwPHibHepB,0.6,0.2,1.6,0,0,0,0.6,0.2,1.5,1,0,1,0.2,0,0.4,0,0,0,0.4,0.1,1.2,0,0,1,0,0,0,0,0,0,70.624,71.5,72.712,74.114,75.491,76.703,77.675,78.459,79.188,80.051,81.151,82.567,84.203,85.91,87.484,88.744,89.659,90.281,90.686,91.034,91.405,91.834,92.285,92.765,93.254,93.742,8.237,8.007,7.328,7.846,7.517,7.79,9.078,8.537,8.143,7.494,8.157,8.528,8.208,12.366,11.514,11.045,10.576,10.173,10.173,49.258,49.52,50.12,51.055,52.319,53.887,,,,,,,,,,,,,,,,,98,99,99,99,99,99,99,99,99,99,99,99,99,99,96,98,99,97,97,98,99,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Syrian Arab Republic,SYR,EMRO,Lower middle income,1991,2000,41,69,"birth; 8, 16, 24 weeks; 18 months;",HepB monovalent; DTPHibHep,1.8,1.3,2.5,40,28,56,1.8,1.3,2.5,333,236,462,0.4,0.2,0.6,8,5,12,1.1,0.8,1.5,207,147,284,31,21,45,134,93,190,12446.171,12815.219,13187.085,13564.167,13949.697,14345.492,14755.286,15177.456,15602.21,16016.092,16410.848,16766.899,17087.901,17415.266,17806.638,18294.611,18914.977,19632.806,20325.443,20824.893,21018.834,20863.993,20420.701,19809.141,19203.09,18734.987,2144.86,2185.908,2432.026,2522.729,2665.475,2237.553,2106.998,2229.607,2251.222,2491.674,2578.303,2696.725,2412.87,33.47,26.266,21.254,17.744,14.962,17.87,48.931,50.104,51.947,53.783,55.677,57.656,69,78,81,81,89,97,95,93,93,91,90,90,90,90,89,91,41,47,71,43,66,84,84,83,83,83,83,82,81,80,80,79,78,77,76,75,74,64,23,5,,,4.6,3.5,6.1,3620,2743,4822,4.2,3.3,5.5,27016,21222,35614,1.6,1.2,2.1,1339,968,1817,3.3,2.6,4.3,21336,16831,27906,2277,1608,3202,8441,6394,11314,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Chad,TCD,AFRO,Low income,2007,2016,55,,"6, 10, 14 weeks;",DTwPHibHepB,5.6,0.5,39.8,148,14,1047,5.5,0.6,39.7,770,77,5574,3.1,0.3,26.2,81,8,689,4.9,0.5,36.4,684,69,5113,66,6,350,276,27,1932,5956.859,6150.081,6349.089,6555.603,6772.133,7000.722,7241.134,7493.251,7759.258,8041.846,8342.559,8663.012,9001.689,9353.201,9710.043,10067.009,10421.597,10775.708,11133.861,11502.786,11887.202,12288.651,12705.135,13133.589,13569.438,14009.413,1175.013,1406.312,1684.312,2008.402,2293.915,2600.644,1200.474,1397.083,1661.802,1963.835,2312.33,2638.51,2926.618,123.22,119.091,114.189,110.817,105.157,91.233,20.811,21.473,21.637,21.801,21.983,22.471,,,,,,,,,,,,,,,,,55,46,48,45,33,39,24,17,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Togo,TGO,AFRO,Low income,2007,2016,88,,"6, 10, 14 weeks;",DTwPHibHepB,10.1,6.3,15.2,117,73,176,10,6.3,14.7,731,461,1074,3.4,1.9,5.5,39,22,64,8.4,5.3,12.4,617,386,908,77,47,119,259,159,387,3786.94,3882.271,3973.327,4064.926,4163.642,4274.024,4398.238,4534.551,4679.023,4825.704,4970.367,5111.77,5251.472,5391.401,5534.598,5683.268,5837.792,5997.385,6161.796,6330.472,6502.952,6679.282,6859.482,7042.948,7228.915,7416.802,683.844,729.103,817.749,951.273,1076.937,1162.342,689.004,774.263,821.69,908.71,1053.985,1168.344,1247.365,87.171,83.44,80.232,77.346,63.208,55.701,28.589,30.705,32.907,35.185,37.533,39.964,,,,,,,,,,,,,,,,,88,87,84,84,85,83,78,24,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Thailand,THA,SEARO,Upper middle income,1991,2000,99,99,"birth; 1 month; 2, 4, 6 months;",HepB monovalent (The dose at 1 month is especially give to newborn from HB carrier mother); DTwPHep,1.9,1.3,2.6,70,51,97,1.9,1.4,2.5,1257,917,1681,0.2,0.1,0.3,6,4,10,1.4,1,1.8,921,666,1216,64,45,88,353,247,485,56582.821,57258.401,57837.878,58364.891,58901.666,59491.79,60151.472,60863.506,61597.283,62306.651,62958.021,63543.322,64073.164,64554.952,65002.231,65425.47,65824.164,66195.615,66545.76,66881.867,67208.808,67530.13,67843.979,68143.065,68416.772,68657.6,5354.157,5125.727,4695.879,4242.803,4039.437,3843.801,6014.504,5556.779,5273.504,4802.853,4354.772,4097.796,3822.704,33.399,26.102,20.901,16.699,13.401,11.245,29.424,30.276,31.391,37.52,44.08,50.374,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98,98,96,96,96,96,96,95,95,95,95,95,94,93,93,66,58,15,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Tajikistan,TJK,EURO,Lower middle income,2001,2002,96,95,"birth; 2, 3, 4 months;",HepB_Pediatric; DTwPHibHepB,7.2,4.9,9.8,84,57,116,7.1,5,9.7,604,425,820,0.7,0.4,1.2,8,5,14,5.1,3.6,6.9,429,304,582,75,51,105,194,136,269,5283.728,5400.714,5502.976,5594.114,5679.832,5764.712,5849.54,5934.282,6021.691,6114.886,6216.205,6327.125,6447.688,6576.877,6712.841,6854.176,7000.557,7152.385,7309.728,7472.819,7641.63,7815.949,7995.062,8177.809,8362.745,8548.651,938.662,922.67,892.398,858.597,1004.802,1165.048,885.481,1051.381,1034.029,980.212,929.912,1068.534,1222.104,97.994,87.737,72.17,62.912,48.927,38.86,31.658,28.877,26.486,26.433,26.516,26.782,95,98,98,98,98,96,97,85,83,94,98,90,77,80,,,96,97,96,94,96,93,93,86,84,88,81,81,58,39,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Turkmenistan,TKM,EURO,Upper middle income,2001,2002,99,99,"birth; 2, 3, 4 months;",HepB_Pediatric; DTwPHibHepB,2.5,0.3,16.6,13,1,88,2.5,0.3,16.6,133,13,892,0.2,0,1.8,1,0,9,1.9,0.2,12.6,100,10,675,12,1,79,35,3,234,3683.966,3789.185,3899.843,4010.789,4115.099,4207.84,4287.344,4355.114,4413.477,4466.132,4516.131,4564.08,4610.002,4655.741,4703.398,4754.641,4810.105,4870.137,4935.762,5007.95,5087.21,5174.061,5267.839,5366.277,5466.241,5565.284,580.457,598.176,489.648,502.119,536.025,678.766,548.77,635.297,650.265,545.759,542.091,574.673,719.163,81.002,75.475,67.631,62.089,54.213,46.927,45.075,44.794,45.913,47.048,48.402,50.037,99,99,99,99,99,99,99,99,99,99,99,99,99,98,,,99,97,98,98,97,96,97,96,98,98,99,96,97,96,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Timor-Leste,TLS,SEARO,Lower middle income,2007,2016,76,,"6, 10, 14 weeks; 6, 10, 14 weeks;",DTwPHibHepB; DTwPHibHepBIPV,2.4,1.4,4.1,5,3,8,2.4,1.4,4,29,17,47,0.9,0.5,1.6,2,1,3,2,1.2,3.3,24,14,39,3,2,5,10,6,16,751.933,777.011,805.435,833.611,856.684,871.447,875.916,871.994,865.194,863.269,871.607,892.531,923.825,960.852,996.698,1026.484,1048.621,1064.973,1078.11,1092.021,1109.591,1131.523,1156.76,1184.366,1212.814,1240.977,124.093,156.334,182.553,177.643,186.651,204.322,136.906,149.358,183.029,203.955,189.447,210.314,216.173,141.327,118.682,84.737,63.981,50.15,43.891,20.842,22.534,24.263,26.314,29.507,32.77,,,,,,,,,,,,,,,,,76,77,82,83,67,72,72,79,,,,,,,,,,,,,,,,,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Tonga,TON,WPRO,Lower middle income,1989,2000,82,89,"birth; 6, 10, 14 week:",HepB_Pediatric; DTwPHibHepB,15.9,12.5,20.1,2,2,3,15.8,12.6,19.7,17,14,21,2.4,1.6,3.4,0,0,0,9.4,7.3,11.7,10,8,12,2,1,2,8,6,9,95.153,95.333,95.496,95.644,95.833,96.076,96.369,96.725,97.135,97.591,98.082,98.611,99.184,99.789,100.406,101.041,101.689,102.357,103.005,103.604,104.137,104.577,104.951,105.328,105.782,106.364,13.407,13.568,13.28,13.754,13.752,12.935,16.29,14.862,14.935,13.734,14.195,14.466,13.512,27.787,26.373,24.953,23.473,22.03,20.614,22.704,22.864,23.012,23.155,23.389,23.712,89,89,89,84,89,88,88,88,89,89,89,89,89,88,89,89,82,82,82,77,82,82,84,84,87,89,89,90,85,88,91,93,90,95,95,94,91,90,96,82,88,94,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Trinidad and Tobago,TTO,PAHO,High income,2001,2016,90,,"2, 4, 6 months; 10 years; +2, +6 months;",DTwPHibHepB; HepB_Adult (adolescents and adults),1.4,0.2,11.1,1,0,11,1.4,0.2,11.1,19,2,151,0.4,0.1,3.5,0,0,3,1.3,0.2,9.6,17,2,130,1,0,7,4,0,26,1221.9,1229.907,1237.487,1244.407,1250.318,1255.001,1258.364,1260.678,1262.542,1264.775,1267.984,1272.38,1277.837,1284.052,1290.535,1296.934,1303.144,1309.26,1315.372,1321.618,1328.1,1334.788,1341.588,1348.248,1354.493,1360.092,133.082,105.83,89.616,91.463,97.092,96.103,163.076,141.449,112.005,95.01,95.603,100.713,99.027,29.081,28.17,28.791,28.93,26.568,24.754,8.534,9.622,10.777,9.902,9.092,8.445,,,,,,,,,,,,,,,,,90,92,92,92,90,90,90,90,89,89,95,94,76,5,,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Tunisia,TUN,EMRO,Lower middle income,1995,2007,98,88,"birth; 2, 3, 6 months;",HepB monovalent; DTwPHibHepB,6.5,5.1,8.3,64,50,82,6.5,5.3,8.2,733,595,927,0.8,0.5,1.1,7,5,11,4.9,4,6.2,552,451,692,57,43,73,203,159,259,8232.797,8417.684,8603.225,8784.888,8956.596,9113.975,9256.037,9384.152,9499.395,9603.742,9699.197,9785.701,9864.326,9939.678,10017.601,10102.482,10196.136,10298.087,10407.336,10521.834,10639.931,10761.467,10886.668,11014.558,11143.908,11273.661,1064.872,957.441,840.261,797.717,861.389,1023.725,1133.882,1129.211,991.884,880.313,823.962,883.635,1048.883,48.77,35.188,28.635,22.999,18.695,18.454,57.946,61.474,63.432,65.098,65.934,66.842,88,80,82,73,80,82,88,92,89,,,,,,,,98,98,98,97,98,98,99,99,98,99,97,96,92,93,94,94,94,91,88,83,,,,,,,4.6,3.5,6.1,3620,2743,4822,4.2,3.3,5.5,27016,21222,35614,1.6,1.2,2.1,1339,968,1817,3.3,2.6,4.3,21336,16831,27906,2277,1608,3202,8441,6394,11314,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Turkey,TUR,EURO,Upper middle income,1999,2003,96,99,"birth; 1, 6 months;",HepB_Pediatric,3.4,2.6,4.3,231,179,296,3.4,2.7,4.2,2664,2117,3325,0.3,0.2,0.5,22,15,33,2.6,2.1,3.3,2068,1636,2586,209,158,271,658,518,837,53921.699,54840.531,55748.875,56653.729,57564.132,58486.381,59423.208,60372.499,61329.59,62287.326,63240.121,64191.474,65143.054,66085.803,67007.855,67903.406,68763.405,69597.281,70440.032,71339.185,72326.914,73409.455,74569.867,75787.333,77030.628,78271.472,6580.99,6438.939,6644.884,6529.106,6417.738,6740.354,7634.711,7156.587,6872.599,6944.572,6723.747,6546.46,6511.903,73.154,56.261,37.034,24.714,16.378,12.609,59.203,62.123,64.741,67.783,70.715,73.397,99,99,99,97,97,97,96,96,96,95,94,88,78,,,,96,96,97,97,96,96,94,92,96,82,85,77,68,72,77,71,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Tuvalu,TUV,WPRO,Upper middle income,1993,2000,96,98,"birth; 6, 10, 14 weeks;",HepB_Pediatric; DTwPHibHepB,6.8,2.8,13.6,0,0,0,6.7,2.9,13.4,1,0,1,0.7,0.2,1.6,0,0,0,5.5,2.3,11.1,0,0,1,0,0,0,0,0,0,9.003,9.053,9.109,9.156,9.19,9.23,9.256,9.277,9.306,9.345,9.42,9.512,9.635,9.767,9.894,10.027,10.137,10.243,10.34,10.441,10.531,10.628,10.725,10.819,10.908,11.001,,,,,,,,,,,,,,,,,,,,40.661,43.97,46.018,49.699,54.796,59.717,98,99,97,99,98,99,99,99,99,99,99,91,90,83,92,99,96,89,90,97,96,89,91,99,97,97,79,98,95,99,99,81,93,96,88,86,49,17,,,,,7.3,5.7,9.2,8634,6791,10882,7.3,6,8.9,135566,109881,165204,0.9,0.6,1.3,1096,760,1525,6.2,5.1,7.6,114754,93088,139501,7547,5755,9539,23990,19015,29870,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Tanzania,TZA,AFRO,Low income,2001,2016,98,,"6, 10, 14 weeks;",DTwPHibHepB,5.8,4.2,7.6,546,397,710,5.7,4.4,7.3,3065,2341,3896,1.7,1.1,2.5,159,101,239,4,3.1,5.2,2155,1637,2760,383,271,511,1183,868,1543,25459.604,26315.013,27219.619,28149.328,29070.615,29960.776,30811.854,31635.251,32451.713,33291.54,34178.042,35117.019,36105.808,37149.072,38249.984,39410.545,40634.948,41923.715,43270.144,44664.231,46098.591,47570.902,49082.997,50636.595,52234.869,53879.957,4651.58,5362.484,5976.17,7104.051,8225.569,9419.084,4658.439,5308.482,6003.173,6750.299,7755.828,8998.135,9946.857,100.936,100.195,88.975,67.104,52.416,43.955,18.884,20.543,22.309,24.845,28.114,31.608,,,,,,,,,,,,,,,,,98,97,91,92,90,91,85,86,83,90,90,95,95,89,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Uganda,UGA,AFRO,Low income,2001,2016,78,,"6, 10, 14 weeks;",DTwPHibHepB,8.6,6.9,11,627,498,799,8.5,6.9,10.6,3324,2709,4128,3.2,2.3,4.3,230,166,312,6.3,5.1,7.8,2456,1984,3022,398,293,522,1322,1037,1687,17438.907,18040.438,18652.889,19275.422,19907.634,20550.291,21202.118,21865.931,22551.789,23272.995,24039.274,24854.892,25718.048,26624.82,27568.436,28543.94,29550.662,30590.487,31663.896,32771.895,33915.133,35093.648,36306.796,37553.726,38833.338,40144.87,3444.649,4142.047,4842.238,5735.112,6630.429,7512.139,3348.85,3985.87,4760.607,5499.428,6354.507,7246.768,8121.619,113.511,107.133,96.218,79.404,68.217,60.155,11.076,11.663,12.082,13.031,14.492,16.101,,,,,,,,,,,,,,,,,78,78,78,78,82,80,79,71,73,64,64,62,44,29,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Ukraine,UKR,EURO,Lower middle income,1999,2001,22,57,"birth; 1, 6 months;",HepB_pediatric,1.3,0.8,1.9,31,20,48,1.3,0.9,1.9,575,380,847,0.5,0.3,0.7,11,7,18,1.1,0.8,1.7,513,340,755,20,12,31,70,45,108,51464.348,51462.61,51417.432,51317.636,51149.537,50905.677,50582.456,50189.314,49748.581,49290.792,48840.074,48402.885,47979.592,47580.559,47215.966,46892.163,46616.389,46386.355,46186.43,45994.024,45792.501,45576.307,45349.333,45115.785,44883.426,44657.704,3458.036,2794.933,2160.554,1982.525,2381.455,2410.418,3784.353,3527.1,2857.65,2184.348,2012.386,2401.612,2444.029,17.752,17.068,16.628,14.807,12.635,8.756,66.757,66.951,67.145,67.79,68.686,69.695,57,57,51,51,53,64,73,82,89,88,96,99,85,70,34,,22,22,46,46,21,48,66,84,92,96,97,98,77,48,7,4,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Uruguay,URY,PAHO,High income,1998,2016,95,,"2, 4, 6, 15 months; 2, 4, 6, 15 months; ",HepB_Pediatric (Contra-indication to pertussis); DTwPHibHepB; HepB_Adult (HCW and special risk groups),1.3,0.1,10.3,3,0,25,1.3,0.1,10.3,43,4,354,0.4,0,3.2,1,0,8,1,0.1,8.6,36,3,295,2,0,17,9,1,73,3109.989,3132.05,3154.855,3178.155,3201.607,3224.804,3248.035,3271.01,3292.138,3309.318,3321.245,3327.103,3327.773,3325.637,3324.096,3325.612,3331.043,3339.741,3350.824,3362.755,3374.415,3385.624,3396.777,3408.005,3419.546,3431.552,271.351,280.988,271.076,255.433,247.111,240.76,271.773,279.046,288.027,276.981,264.759,253.256,245.595,22.561,20.061,15.582,14.356,13.436,12.67,88.973,90.542,92.028,93.319,94.414,95.311,,,,,,,,,,,,,,,,,95,95,94,95,95,95,95,94,94,95,96,94,91,95,94,92,93,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
United States of America,USA,PAHO,High income,1992,2002,92,72,"2, 4, 6 months; 1st contact; +2, +6 months; 19 years;",DTaPHepBIPV; HepB_Pediatric; HepB_Adult,0.3,0.2,0.4,57,44,75,0.3,0.2,0.4,940,756,1189,0,0,0.1,8,5,11,0.2,0.2,0.3,718,583,902,50,38,66,242,186,309,252529.95,254974.819,257454.273,260020.186,262741.566,265658.849,268803.424,272136.551,275542.603,278862.277,281982.778,284852.391,287506.847,290027.624,292539.324,295129.501,297827.356,300595.175,303374.067,306076.362,308641.391,311051.373,313335.423,315536.676,317718.779,319929.162,19277.058,20008.755,19588.995,20273.45,20802.247,19850.654,18044.403,19313.534,20024.604,19556.999,20241.846,20783.126,19699.07,10.283,8.667,7.421,6.982,6.786,5.973,75.3,77.257,79.057,79.928,80.772,81.617,72,72,74,72,69,64,61,55,53,50,50,48,39,21,,,92,92,91,90,91,92,92,94,93,93,93,92,92,88,89,90,88,87,84,82,68,42,16,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
